INSEE;Libellé commune;epci;Code département;Communes nouvelles;Localisation;Geo Shape;Superficie hectares;Périmètres
44009;Basse-Goulaine;Communauté Urbaine de Nantes Métropole;44;;47.212047613362785, -1.4622671266854976;"{""coordinates"": [[[[-1.4809496, 47.22634651], [-1.47881728, 47.22807915], [-1.47753012, 47.22899457], [-1.47454736, 47.23085018], [-1.47258912, 47.23213412], [-1.47148106, 47.23329503], [-1.47063687, 47.23444574], [-1.46990117, 47.23515042], [-1.46952872, 47.23560663], [-1.4678655, 47.23677991], [-1.46626968, 47.23796859], [-1.46356767, 47.23986715], [-1.46178167, 47.24099997], [-1.46097679, 47.24167118], [-1.45987839, 47.24119951], [-1.45726772, 47.23893756], [-1.45352635, 47.23644853], [-1.45317035, 47.23614663], [-1.45184417, 47.23516066], [-1.44481477, 47.22732444], [-1.44361218, 47.22574755], [-1.4432996, 47.22548904], [-1.44155617, 47.22329268], [-1.44092084, 47.2228121], [-1.44074087, 47.2211148], [-1.44033065, 47.2199944], [-1.44035651, 47.21950649], [-1.44047935, 47.21923127], [-1.44066239, 47.21904391], [-1.44121893, 47.21857172], [-1.44109305, 47.21672807], [-1.44123059, 47.21583012], [-1.44142847, 47.21582252], [-1.44243441, 47.21614461], [-1.4431282, 47.21653276], [-1.44346135, 47.21688065], [-1.44383724, 47.21742528], [-1.44459628, 47.2178019], [-1.44501842, 47.21714549], [-1.44512061, 47.21678089], [-1.44625493, 47.21593482], [-1.44653099, 47.21511269], [-1.44688381, 47.21473845], [-1.44579575, 47.2143835], [-1.44577678, 47.21383419], [-1.44559133, 47.21319209], [-1.44649317, 47.21289596], [-1.44713023, 47.21243867], [-1.4476924, 47.21187605], [-1.44819773, 47.21158612], [-1.44884686, 47.21143494], [-1.44935962, 47.21123489], [-1.44999859, 47.21000205], [-1.45010445, 47.20968238], [-1.44975067, 47.20924513], [-1.44871601, 47.20873486], [-1.44857498, 47.20846977], [-1.44867713, 47.20810516], [-1.44826862, 47.20604694], [-1.44847136, 47.20465954], [-1.44858257, 47.20392489], [-1.44810285, 47.2029244], [-1.44795515, 47.20257841], [-1.44809854, 47.20239256], [-1.44800637, 47.2019182], [-1.44762072, 47.20173464], [-1.44808728, 47.20097731], [-1.44789298, 47.20086756], [-1.44743361, 47.20091226], [-1.44775486, 47.199358], [-1.44740132, 47.19844283], [-1.4469167, 47.19818192], [-1.44683233, 47.19748183], [-1.4465041, 47.19687227], [-1.44686701, 47.19646157], [-1.4475477, 47.19589439], [-1.44785338, 47.19543179], [-1.4475721, 47.19427038], [-1.44719783, 47.19374374], [-1.44621733, 47.1929248], [-1.44591272, 47.19244056], [-1.44574202, 47.19181592], [-1.4459946, 47.19167096], [-1.44583301, 47.19131649], [-1.44572081, 47.19059943], [-1.44604038, 47.1895051], [-1.44587712, 47.18897035], [-1.44574803, 47.18820886], [-1.44600166, 47.18711706], [-1.44648673, 47.18722466], [-1.44647093, 47.1868736], [-1.44549017, 47.18508984], [-1.44963924, 47.18520086], [-1.4530704, 47.18526723], [-1.46169796, 47.18579149], [-1.46376842, 47.18603625], [-1.46628047, 47.18618277], [-1.4694177, 47.18653052], [-1.47053343, 47.18658661], [-1.47419062, 47.18682397], [-1.47382739, 47.18818159], [-1.47384924, 47.18939807], [-1.47359242, 47.19044499], [-1.47450736, 47.19126625], [-1.4743942, 47.19149606], [-1.4743637, 47.19208336], [-1.47460637, 47.19261501], [-1.47478115, 47.19328455], [-1.4749205, 47.19336933], [-1.47503823, 47.1949428], [-1.47547676, 47.19560213], [-1.47556832, 47.19686101], [-1.47604933, 47.19707685], [-1.47610274, 47.19787732], [-1.47595535, 47.19864949], [-1.47593563, 47.19952492], [-1.47610456, 47.20060046], [-1.47726062, 47.20050164], [-1.47799115, 47.20133001], [-1.47820769, 47.20154706], [-1.47851638, 47.20207615], [-1.47959598, 47.20344106], [-1.47962594, 47.2038006], [-1.4793137, 47.2049759], [-1.4791963, 47.2061076], [-1.48036863, 47.20683771], [-1.480523, 47.20710225], [-1.48086398, 47.20722431], [-1.48148375, 47.20751592], [-1.48176508, 47.20787474], [-1.4817291, 47.20823682], [-1.48176013, 47.20876764], [-1.48124526, 47.20973438], [-1.48116387, 47.210504], [-1.48129157, 47.21140078], [-1.48138929, 47.21193803], [-1.48176388, 47.21198665], [-1.4821758, 47.21280028], [-1.48242074, 47.21288097], [-1.48284044, 47.21235975], [-1.48308793, 47.2126297], [-1.48359938, 47.21257383], [-1.48418278, 47.2125873], [-1.48501799, 47.21244673], [-1.4851649, 47.21262139], [-1.4844589, 47.21288319], [-1.4852566, 47.21419585], [-1.48468549, 47.2144885], [-1.48381008, 47.21509951], [-1.48325875, 47.21578814], [-1.48329055, 47.21632794], [-1.48363609, 47.21650392], [-1.48455502, 47.21641422], [-1.48520373, 47.21720966], [-1.48394077, 47.21793488], [-1.48381634, 47.21802987], [-1.483563, 47.21816592], [-1.48237825, 47.21919468], [-1.48120424, 47.22130506], [-1.4806246, 47.22340145], [-1.48001722, 47.22437176], [-1.4809496, 47.22634651]]]], ""type"": ""MultiPolygon""}";13800653.5;17822.14287954
44019;Bouée;Communauté de communes Estuaire et Sillon;44;;47.30503176825351, -1.9129566713005453;"{""coordinates"": [[[[-1.91923773, 47.28529364], [-1.92218062, 47.28558361], [-1.92509053, 47.28565843], [-1.92955776, 47.28594656], [-1.93342507, 47.28634124], [-1.93482395, 47.28656131], [-1.93549245, 47.28662304], [-1.94241612, 47.2878163], [-1.9438184, 47.2880722], [-1.94803762, 47.28868592], [-1.95970457, 47.29041523], [-1.96156585, 47.2906152], [-1.96386146, 47.29106714], [-1.9640013, 47.2928652], [-1.96396015, 47.29557303], [-1.96412412, 47.29763164], [-1.96399094, 47.30350049], [-1.96287644, 47.30349408], [-1.96120378, 47.30333115], [-1.95456792, 47.30312785], [-1.95213406, 47.30276279], [-1.94968613, 47.30224495], [-1.94818359, 47.30205652], [-1.94719126, 47.30193651], [-1.94692769, 47.30367962], [-1.9466099, 47.30382848], [-1.94592323, 47.30443506], [-1.9453951, 47.30517919], [-1.94543159, 47.30571884], [-1.94533263, 47.30608387], [-1.94562167, 47.30634214], [-1.94589828, 47.30646564], [-1.94652507, 47.306935], [-1.9470496, 47.30773345], [-1.94661958, 47.30810358], [-1.94629762, 47.30820752], [-1.94582229, 47.3089494], [-1.94511977, 47.30924094], [-1.94432302, 47.30922982], [-1.94399277, 47.3092439], [-1.9436122, 47.30943151], [-1.94287756, 47.31009424], [-1.94116082, 47.31276517], [-1.93965249, 47.31381261], [-1.93925629, 47.31455109], [-1.93862799, 47.31492963], [-1.93830597, 47.31503354], [-1.93605091, 47.31503034], [-1.93535157, 47.31550208], [-1.93468685, 47.31548527], [-1.93401055, 47.31519835], [-1.93275461, 47.31524277], [-1.93166794, 47.31496427], [-1.93120966, 47.31502886], [-1.92941701, 47.31572745], [-1.92923453, 47.31605091], [-1.92812385, 47.32027432], [-1.92804044, 47.32095436], [-1.92772165, 47.32196009], [-1.92755563, 47.32318483], [-1.92722032, 47.32386654], [-1.92579728, 47.32527095], [-1.92538017, 47.32578475], [-1.92537099, 47.32727342], [-1.92491413, 47.32908776], [-1.92500909, 47.32939942], [-1.92543773, 47.32987731], [-1.92532621, 47.33010754], [-1.92483473, 47.3305343], [-1.92362613, 47.33283155], [-1.92319483, 47.3340585], [-1.92233576, 47.33409496], [-1.92095556, 47.33351311], [-1.91971665, 47.33288016], [-1.91822251, 47.33235724], [-1.91786656, 47.33209272], [-1.91794697, 47.33065516], [-1.91697659, 47.3300559], [-1.91681148, 47.32970211], [-1.91670094, 47.32907541], [-1.91627977, 47.32882267], [-1.9157388, 47.3287103], [-1.91481292, 47.32874051], [-1.91429666, 47.32889769], [-1.91330861, 47.3296972], [-1.91258917, 47.32980885], [-1.91159389, 47.3298059], [-1.9095872, 47.32875437], [-1.90894233, 47.32823146], [-1.90813796, 47.32799491], [-1.90673722, 47.32790986], [-1.90448573, 47.32795097], [-1.90140854, 47.32752182], [-1.89822298, 47.32750306], [-1.89385954, 47.32766019], [-1.89332683, 47.32763756], [-1.89310083, 47.32719612], [-1.89231251, 47.3265529], [-1.89121034, 47.32595899], [-1.89067356, 47.32589143], [-1.88995412, 47.32600294], [-1.88889285, 47.32600258], [-1.88752495, 47.3262767], [-1.88561125, 47.32638439], [-1.88458014, 47.32584154], [-1.88365899, 47.32519485], [-1.88353596, 47.32515493], [-1.88345762, 47.32502294], [-1.88311498, 47.32490207], [-1.88276416, 47.32469135], [-1.88244198, 47.32479511], [-1.88124209, 47.32560325], [-1.88065823, 47.32647566], [-1.87994681, 47.32682128], [-1.87936848, 47.327026], [-1.8789501, 47.32753065], [-1.87861563, 47.32749962], [-1.87830637, 47.32701655], [-1.87739848, 47.32636925], [-1.87719617, 47.32633266], [-1.87704768, 47.32615852], [-1.87637154, 47.32587126], [-1.87602075, 47.32566052], [-1.87502882, 47.3256932], [-1.87386799, 47.32532709], [-1.87385165, 47.32514739], [-1.8743616, 47.3247742], [-1.87476285, 47.32408087], [-1.87499615, 47.32285343], [-1.87476383, 47.32146518], [-1.87491384, 47.32092672], [-1.87534869, 47.32045747], [-1.87530376, 47.31996328], [-1.87505343, 47.31925225], [-1.87499625, 47.31862328], [-1.87510484, 47.31821284], [-1.87511781, 47.31762603], [-1.87541138, 47.31720781], [-1.8759873, 47.31683183], [-1.87596688, 47.3166072], [-1.87353405, 47.31435538], [-1.8733856, 47.31418122], [-1.87249023, 47.31366866], [-1.87246983, 47.31344403], [-1.87494185, 47.30781115], [-1.87492143, 47.30758652], [-1.87505027, 47.30754503], [-1.87622867, 47.30475352], [-1.87903486, 47.29842998], [-1.87925094, 47.29774441], [-1.87993485, 47.2963717], [-1.8804703, 47.29482484], [-1.88126431, 47.29393454], [-1.88218615, 47.29313806], [-1.88277322, 47.29288784], [-1.88326142, 47.29242531], [-1.88341547, 47.29178745], [-1.88363871, 47.29132706], [-1.88432089, 47.29081125], [-1.88531696, 47.2899575], [-1.88590386, 47.28985158], [-1.88621765, 47.28965796], [-1.88637166, 47.28902009], [-1.88710754, 47.2883667], [-1.88734802, 47.28795068], [-1.88777338, 47.28752685], [-1.8882192, 47.28732766], [-1.88870413, 47.28668484], [-1.88939357, 47.28624987], [-1.88961673, 47.28578947], [-1.89006017, 47.28541899], [-1.89036163, 47.28509058], [-1.89136149, 47.28442602], [-1.89164748, 47.28378257], [-1.89237863, 47.28380582], [-1.89458485, 47.28328874], [-1.89762183, 47.28170824], [-1.8990884, 47.27991445], [-1.9009852, 47.28051073], [-1.90289107, 47.28120582], [-1.91064879, 47.28385391], [-1.91489118, 47.2847294], [-1.9183745, 47.28527616], [-1.91923773, 47.28529364]]]], ""type"": ""MultiPolygon""}";24541874.5;23033.52252041
44020;Bouguenais;Communauté Urbaine de Nantes Métropole;44;;47.17062587809713, -1.616760973346317;"{""coordinates"": [[[[-1.63201889, 47.14866043], [-1.63237919, 47.14900673], [-1.63447678, 47.15064519], [-1.63551827, 47.15137902], [-1.63565776, 47.15146361], [-1.63666598, 47.15165766], [-1.6368636, 47.15164974], [-1.6382299, 47.15047664], [-1.6390591, 47.15012773], [-1.64075314, 47.1498433], [-1.6420132, 47.14989191], [-1.64303305, 47.15022072], [-1.64556496, 47.1515259], [-1.64726299, 47.15205288], [-1.64979121, 47.15331303], [-1.65593881, 47.1569797], [-1.65665205, 47.15758228], [-1.65775394, 47.15916124], [-1.65817039, 47.15984792], [-1.65828831, 47.16014078], [-1.65804611, 47.16131393], [-1.65742493, 47.16269174], [-1.65708569, 47.16350806], [-1.65649684, 47.16434344], [-1.65637134, 47.16457395], [-1.65680946, 47.16505233], [-1.65724997, 47.16571099], [-1.65738439, 47.16665252], [-1.6577102, 47.16736088], [-1.65813207, 47.16780384], [-1.65873676, 47.16791476], [-1.65929893, 47.16829795], [-1.66154081, 47.16822565], [-1.66239591, 47.16832645], [-1.66274484, 47.16853785], [-1.66382099, 47.17057775], [-1.66471269, 47.17094763], [-1.66573549, 47.17145651], [-1.66744215, 47.17207306], [-1.66800512, 47.17231188], [-1.6683711, 47.17241435], [-1.67226464, 47.1726269], [-1.67262928, 47.17180049], [-1.67377176, 47.17018508], [-1.67472285, 47.16880286], [-1.6749747, 47.1686574], [-1.6751143, 47.16874195], [-1.67547891, 47.16913305], [-1.67793933, 47.17111687], [-1.67872995, 47.17199577], [-1.67955835, 47.17254848], [-1.67964379, 47.17277049], [-1.67907809, 47.17310903], [-1.67804941, 47.17435914], [-1.676193, 47.17612971], [-1.6711316, 47.18257509], [-1.66855213, 47.18607922], [-1.66747693, 47.186799], [-1.66706156, 47.18734785], [-1.66661856, 47.18849303], [-1.66880628, 47.18854907], [-1.66927835, 47.18956715], [-1.66925388, 47.19019944], [-1.66867906, 47.19134995], [-1.66795209, 47.19227212], [-1.66738105, 47.19331425], [-1.66323072, 47.19275109], [-1.6576859, 47.19182007], [-1.6569491, 47.19171445], [-1.65506047, 47.19114112], [-1.65190312, 47.1905827], [-1.6501783, 47.19037247], [-1.64571903, 47.19051553], [-1.64565236, 47.19081581], [-1.6418065, 47.19116857], [-1.64057027, 47.19002774], [-1.64002662, 47.18986016], [-1.63855701, 47.18969362], [-1.6367617, 47.18943191], [-1.63469807, 47.18928011], [-1.63113303, 47.18935974], [-1.62888097, 47.18917029], [-1.62760066, 47.18889685], [-1.62705398, 47.18869326], [-1.62558138, 47.1883373], [-1.62401039, 47.1877598], [-1.62301086, 47.18752018], [-1.62189412, 47.18760989], [-1.6215599, 47.18756913], [-1.62115436, 47.18746809], [-1.6205349, 47.1870329], [-1.61850163, 47.1869247], [-1.61673995, 47.18643589], [-1.61489148, 47.18586032], [-1.61118527, 47.18490788], [-1.60891806, 47.1845383], [-1.60692831, 47.18447326], [-1.605807, 47.18450889], [-1.60405347, 47.1848853], [-1.60283878, 47.18537552], [-1.60145017, 47.18615221], [-1.59940461, 47.18806422], [-1.59604355, 47.19006453], [-1.5959117, 47.19006976], [-1.5958925, 47.18984507], [-1.59657623, 47.18824877], [-1.59624663, 47.18826186], [-1.59539877, 47.18855707], [-1.59515045, 47.18874729], [-1.59454988, 47.1891499], [-1.59324568, 47.18890409], [-1.59033973, 47.18988514], [-1.58880958, 47.18993682], [-1.58775191, 47.18978939], [-1.58708777, 47.18929267], [-1.58657757, 47.18920468], [-1.58538639, 47.18919779], [-1.58407164, 47.18944828], [-1.58323135, 47.18983327], [-1.58200362, 47.19063941], [-1.58125925, 47.19121898], [-1.58063507, 47.19181182], [-1.57984925, 47.1926816], [-1.57965054, 47.19283375], [-1.5792236, 47.19248091], [-1.57872249, 47.1918785], [-1.57853672, 47.19156121], [-1.57859116, 47.19142378], [-1.57838327, 47.19146808], [-1.57820309, 47.19168262], [-1.57794075, 47.19186434], [-1.57746839, 47.19191008], [-1.5767879, 47.1915312], [-1.5757004, 47.19103313], [-1.57561535, 47.19081105], [-1.57565833, 47.19053881], [-1.57603263, 47.1901182], [-1.57616065, 47.19006805], [-1.57618833, 47.18961606], [-1.57617303, 47.1894363], [-1.57582983, 47.18913425], [-1.57527449, 47.1878937], [-1.57505762, 47.18767683], [-1.57489901, 47.18736747], [-1.5742914, 47.18706685], [-1.5744037, 47.1858991], [-1.57446461, 47.18490471], [-1.57483598, 47.18367261], [-1.57491046, 47.18299332], [-1.57481568, 47.18250108], [-1.5739347, 47.18131849], [-1.57396239, 47.1808665], [-1.57443787, 47.18008117], [-1.57438225, 47.17927176], [-1.57414248, 47.17878525], [-1.57317179, 47.17810219], [-1.57073992, 47.17656606], [-1.57039607, 47.176255], [-1.56922222, 47.17567012], [-1.56887915, 47.17536804], [-1.56825471, 47.17502297], [-1.56757658, 47.1748243], [-1.56709408, 47.17443754], [-1.5666913, 47.17358773], [-1.56627473, 47.17319837], [-1.56579815, 47.17303682], [-1.56516099, 47.17238563], [-1.56446308, 47.17195326], [-1.5639827, 47.17174676], [-1.56286446, 47.17088007], [-1.56250621, 47.17039822], [-1.56253399, 47.16994623], [-1.56258845, 47.16980881], [-1.56250905, 47.16949632], [-1.56125048, 47.16868926], [-1.56030604, 47.16831168], [-1.5603845, 47.16767733], [-1.56016302, 47.16646865], [-1.56023255, 47.16557313], [-1.5599871, 47.16486138], [-1.55923394, 47.16361955], [-1.55898851, 47.16290779], [-1.55901243, 47.16194193], [-1.56027042, 47.16196447], [-1.55993327, 47.16141866], [-1.55971428, 47.16117479], [-1.55899157, 47.15982354], [-1.55837492, 47.15909936], [-1.55710113, 47.15779688], [-1.55796551, 47.15613959], [-1.55799788, 47.15574152], [-1.55875123, 47.15417878], [-1.55888299, 47.15417358], [-1.55952443, 47.15487874], [-1.55972207, 47.15487095], [-1.56086982, 47.15437478], [-1.56271881, 47.15341808], [-1.56353885, 47.15279955], [-1.56439047, 47.15286513], [-1.56648787, 47.15265606], [-1.56819173, 47.15232723], [-1.57070518, 47.15156958], [-1.57232229, 47.15115394], [-1.57321819, 47.15111851], [-1.57483205, 47.15144244], [-1.57647152, 47.15175631], [-1.57799396, 47.15209284], [-1.57989544, 47.15237826], [-1.58133443, 47.15251063], [-1.58280362, 47.15268688], [-1.58374963, 47.15292894], [-1.58449939, 47.15335012], [-1.58518634, 47.15458541], [-1.58596371, 47.15533014], [-1.58685846, 47.15574556], [-1.58826785, 47.15614956], [-1.59168366, 47.15589674], [-1.59228885, 47.15601699], [-1.59284275, 47.15631063], [-1.59375125, 47.15704108], [-1.59433727, 47.15693664], [-1.59580724, 47.15634615], [-1.59833733, 47.15485676], [-1.59877786, 47.15444244], [-1.5991155, 47.15375264], [-1.59937517, 47.15369722], [-1.60021093, 47.15326717], [-1.60579685, 47.15118703], [-1.6065604, 47.15084097], [-1.60855482, 47.15004905], [-1.61348288, 47.14970821], [-1.61408729, 47.14981937], [-1.61500178, 47.14969268], [-1.61674714, 47.14923521], [-1.61746015, 47.14907146], [-1.61846251, 47.15012264], [-1.61888474, 47.15042142], [-1.63116259, 47.14869473], [-1.63201889, 47.14866043]]]], ""type"": ""MultiPolygon""}";31129003.5;28068.52638085
44052;Donges;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44;;47.338983775604056, -2.074129059475402;"{""coordinates"": [[[[-2.14253668, 47.36743717], [-2.14163181, 47.36769377], [-2.14130556, 47.36775333], [-2.14097582, 47.36943686], [-2.13933533, 47.36950049], [-2.13842001, 47.37047923], [-2.13745296, 47.37091897], [-2.13687945, 47.37116988], [-2.1364511, 47.37154969], [-2.13603879, 47.3722355], [-2.13535456, 47.37271684], [-2.13506703, 47.37318062], [-2.1350428, 47.37375904], [-2.13526085, 47.37478683], [-2.13529961, 47.37519107], [-2.1365765, 47.37618103], [-2.13640397, 47.3764593], [-2.13460119, 47.37801853], [-2.13471899, 47.37855459], [-2.13502624, 47.37912737], [-2.13513544, 47.3795736], [-2.13491799, 47.3802147], [-2.13482794, 47.38066072], [-2.13398795, 47.3817353], [-2.13367883, 47.3819745], [-2.13340914, 47.3819323], [-2.13263436, 47.38147039], [-2.13232093, 47.38166467], [-2.13207794, 47.38190094], [-2.13081042, 47.38253432], [-2.13002459, 47.38265024], [-2.12935468, 47.38258963], [-2.12951674, 47.38303352], [-2.12991193, 47.38369264], [-2.12980118, 47.38392306], [-2.12952804, 47.38384492], [-2.12381138, 47.38059718], [-2.12103152, 47.37749932], [-2.11579297, 47.37423916], [-2.11571398, 47.37410732], [-2.11551133, 47.37407115], [-2.11322751, 47.37532647], [-2.11143083, 47.37765182], [-2.11044873, 47.37863324], [-2.11017074, 47.38003471], [-2.10981645, 47.38063667], [-2.10982317, 47.38140316], [-2.10958399, 47.38181963], [-2.10783615, 47.38229346], [-2.10785329, 47.38247313], [-2.1083462, 47.38276717], [-2.10569902, 47.386068], [-2.10556674, 47.38607382], [-2.10540449, 47.38576522], [-2.10514652, 47.38500979], [-2.10276199, 47.38423959], [-2.09933848, 47.38301883], [-2.09581948, 47.38135112], [-2.09560399, 47.38118017], [-2.09358364, 47.37990668], [-2.09330631, 47.37978353], [-2.09169949, 47.3788076], [-2.09102749, 47.37802519], [-2.09011955, 47.37657657], [-2.08884604, 47.37477411], [-2.08865406, 47.37415107], [-2.08865913, 47.3725271], [-2.08887872, 47.36882794], [-2.08712476, 47.35651015], [-2.0867384, 47.35579639], [-2.08615843, 47.35528056], [-2.08555971, 47.35512638], [-2.07420434, 47.35492889], [-2.06957054, 47.35505926], [-2.05724494, 47.35512802], [-2.05675071, 47.35509543], [-2.05453615, 47.35582336], [-2.05301142, 47.35542069], [-2.05187517, 47.35505521], [-2.05092435, 47.35482599], [-2.04997745, 47.35449735], [-2.04902665, 47.35426811], [-2.03850785, 47.35124338], [-2.03795712, 47.35103276], [-2.03232624, 47.34944595], [-2.0308207, 47.34896098], [-2.03049444, 47.34902023], [-2.03031302, 47.34920851], [-2.02991224, 47.34918078], [-2.02399973, 47.34741635], [-2.01934205, 47.34629194], [-2.01529894, 47.34549258], [-2.01261725, 47.34505822], [-2.01153375, 47.3448254], [-2.01095834, 47.34349719], [-2.01043707, 47.34189604], [-2.01029541, 47.34109032], [-2.00996071, 47.3399231], [-2.00907419, 47.33654265], [-2.00870976, 47.33534064], [-2.00619246, 47.33452922], [-2.00481554, 47.33399329], [-2.00470397, 47.33336668], [-2.00434423, 47.33306649], [-2.0039474, 47.33222667], [-2.00357053, 47.33088987], [-2.00366458, 47.32962296], [-2.00386708, 47.32795447], [-2.00429425, 47.32513972], [-2.00477711, 47.32377484], [-2.00502421, 47.32272682], [-2.00521465, 47.32249309], [-2.00524297, 47.32208595], [-2.00556154, 47.32194592], [-2.0056769, 47.32176053], [-2.00497833, 47.32124043], [-2.00488711, 47.32097376], [-2.0049815, 47.32056376], [-2.00515872, 47.3203306], [-2.00521786, 47.32011156], [-2.00485318, 47.31975746], [-2.00481544, 47.31935317], [-2.00517134, 47.3187605], [-2.00517451, 47.31808383], [-2.0054268, 47.31780233], [-2.00581476, 47.31769538], [-2.00625703, 47.31745979], [-2.00637656, 47.31731933], [-2.00622767, 47.31714535], [-2.00474068, 47.31670439], [-2.00404155, 47.31631962], [-2.0038801, 47.31601087], [-2.00439744, 47.31572695], [-2.00460297, 47.31508665], [-2.00496639, 47.31457484], [-2.00546211, 47.31420164], [-2.00618031, 47.31408043], [-2.00717614, 47.31409156], [-2.0087826, 47.31439201], [-2.01027354, 47.31473352], [-2.0106707, 47.31472538], [-2.01936993, 47.31583753], [-2.01955844, 47.31402525], [-2.02131325, 47.31364258], [-2.0221546, 47.31172083], [-2.01979158, 47.31127291], [-2.02255402, 47.31017905], [-2.02314649, 47.30857478], [-2.02455462, 47.30789134], [-2.02234228, 47.30522689], [-2.02451911, 47.3051055], [-2.03002487, 47.30597629], [-2.03104706, 47.3038662], [-2.03199892, 47.30171404], [-2.03192224, 47.30004854], [-2.03411572, 47.3009546], [-2.03601271, 47.3054818], [-2.03633959, 47.30627946], [-2.0360839, 47.30722873], [-2.03469087, 47.30962559], [-2.03663048, 47.31135451], [-2.03574743, 47.31197921], [-2.03526547, 47.31334422], [-2.03440067, 47.31571813], [-2.04932112, 47.31358093], [-2.05731497, 47.30917315], [-2.06282185, 47.30779617], [-2.06357062, 47.30645544], [-2.07017556, 47.3046332], [-2.07329442, 47.30549808], [-2.07568626, 47.30554674], [-2.09849773, 47.30659028], [-2.10805582, 47.30605551], [-2.1071971, 47.30776227], [-2.10422786, 47.3079201], [-2.10319601, 47.30822714], [-2.10340891, 47.3092101], [-2.10382654, 47.30941725], [-2.10450919, 47.30962175], [-2.10472404, 47.30992803], [-2.10468792, 47.31024536], [-2.10439618, 47.31066416], [-2.10449643, 47.31102059], [-2.10519925, 47.31157603], [-2.10541648, 47.3126039], [-2.10730893, 47.31631848], [-2.10855141, 47.31919564], [-2.10932677, 47.32064997], [-2.11134579, 47.32499041], [-2.11181277, 47.32654853], [-2.11148578, 47.32826795], [-2.11113456, 47.3311251], [-2.11070535, 47.33316476], [-2.11088423, 47.33378835], [-2.11127027, 47.33435772], [-2.11218749, 47.33590502], [-2.11368394, 47.33795903], [-2.11409625, 47.33894221], [-2.11460594, 47.3394159], [-2.11486711, 47.33992761], [-2.11498741, 47.34007567], [-2.11594681, 47.34039421], [-2.11617164, 47.34066395], [-2.11626046, 47.34173355], [-2.11610474, 47.34232679], [-2.11617334, 47.34304546], [-2.11646128, 47.3441153], [-2.11674242, 47.34441864], [-2.11730198, 47.34471872], [-2.11784352, 47.34483015], [-2.11932142, 47.34432291], [-2.12004835, 47.34429083], [-2.12038821, 47.34437506], [-2.12115806, 47.34479214], [-2.12165465, 47.34526638], [-2.12347214, 47.34636791], [-2.12419136, 47.34625496], [-2.12528278, 47.34670291], [-2.12529996, 47.34688258], [-2.12255119, 47.34964719], [-2.12318122, 47.34998924], [-2.12395942, 47.35063146], [-2.12412596, 47.35098495], [-2.12479548, 47.3510456], [-2.12553591, 47.35129255], [-2.12583035, 47.35159528], [-2.12621041, 47.35293167], [-2.13071567, 47.35298514], [-2.13101876, 47.35337769], [-2.13627858, 47.35687076], [-2.13610095, 47.35709513], [-2.13549592, 47.35770829], [-2.13460656, 47.35895649], [-2.13450234, 47.36022408], [-2.13469911, 47.36089196], [-2.13810982, 47.36364584], [-2.13814859, 47.36405008], [-2.13920884, 47.36486016], [-2.13970233, 47.36529839], [-2.14047694, 47.36576025], [-2.14118947, 47.36640528], [-2.14231247, 47.36717646], [-2.14253668, 47.36743717]]]], ""type"": ""MultiPolygon""}";49672194.17015;40414.31680069
